Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Purchase,Collection Purchase - Detail,Collection Lyrics,Collection MoFi Sleeve,Collection 1st Play,Collection 2nd Play,Collection 3rd Play,Collection 4th Play,Collection 5th Play,Collection 6th Play,Collection 7th Play,Collection 8th Play,Collection 9th Play,Collection 10th Play,Collection Purchase Date,Collection Color,api_url,genre,style,num_songs,format,format_qty,community_have,community_want,rating_avg,rating_count,date_played,year,runtime
MP329,Hinds,I Don't Run,Mom + Pop,"LP, Album, Ltd, Whi",NA,2018,11816015,Vinyl LPs (New),6/5/2018 16:13,Mint (M),Mint (M),"Park Ave CDs
",NA,Yes,Yes,6/5/2018,10/31/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,https://api.discogs.com/releases/11816015,Rock,Indie Pop,11,Vinyl,1,155,42,3.75,8,10/31/2022,2018,39.75
2547911049,The Avalanches,Wildflower,"Astralwerks, Modular Recordings","2xLP, Album, Club, Ltd, Num, Red",NA,2016,8666658,Vinyl LPs (New),7/14/2016 12:09,Mint (M),Mint (M),Label,Vinyl Me Please,NA,Yes x2,6/13/2022,11/2/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red, Red",https://api.discogs.com/releases/8666658,Electronic,Abstract,21,Vinyl,2,1085,950,4.4,92,11/2/2022,2016,64
60250849963,The Avalanches,We Will Always Love You,"EMI, Modular Recordings, Astralwerks","2xLP, Album",NA,2020,16467366,Vinyl LPs (New),6/27/2022 14:43,Mint (M),Mint (M),"Target
",NA,No,Yes x2,6/27/2022,11/2/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/16467366,Electronic,Ambient,25,Vinyl,2,2206,413,4.53,152,11/2/2022,2020,71
XLLP 138,The Avalanches,Since I Left You,XL Recordings,"2xLP, Album, RE, RP, Gat",NA,2016,8827979,Vinyl LPs (New),9/22/2016 15:01,Mint (M),Mint (M),Amazon,NA,NA,Yes x2,9/22/2016,2/18/2020,6/10/2022,11/2/2022,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/8827979,Electronic,Leftfield,18,Vinyl,2,3180,1255,4.66,338,11/2/2022,2000,60
DEL 75033,Deltron 3030,Deltron 3030,Deltron Partners,"2xLP, Album, RE",NA,2011,2700033,Vinyl LPs (New),6/10/2016 14:11,"Mint (M)
","Mint (M)
",GoHastings,NA,NA,"Yes x2
",11/4/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/2700033,Electronic,Leftfield,21,Vinyl,2,4617,1317,4.66,399,11/4/2022,2000,60
"GET 51267, P7733604",Ghostface Killah,Ironman,"Get On Down, Sony Music Commercial Music Group, Razor Sharp Records, Epic","2xLP, Album, RE, RM, Gat",NA,2010,2449537,Vinyl LPs (New),4/25/2017 12:42,Mint (M),Mint (M),Amazon,NA,NA,Yes x2,4/27/2017,11/4/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/2449537,Hip Hop,Hardcore Hip-Hop,16,Vinyl,2,1898,674,4.63,169,11/4/2022,1996,63
TB-5103-1,De La Soul,3 Feet High And Rising,Tommy Boy,"2xLP, Album, Club, Ltd, RE, RM, Cle",NA,2019,13290519,Vinyl LPs (New),3/27/2019 15:08,Mint (M),Mint (M),Label,Vinyl Me Please,NA,Yes x2,3/26/2019,4/18/2021,11/4/2022,NA,NA,NA,NA,NA,NA,NA,NA,"Clear, Clear",https://api.discogs.com/releases/13290519,Hip Hop,,23,Vinyl,2,6668,2889,4.68,482,11/4/2022,1989,67.5
19439994951,Rosalía (3),Motomami,Columbia,"LP, Album, Red",NA,2022,23206178,Vinyl LPs (New),5/27/2022 18:58,Mint (M),Mint (M),Amazon,NA,Yes,Yes x2,11/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,https://api.discogs.com/releases/23206178,Electronic,Trap,16,Vinyl,1,3106,609,4.36,132,11/7/2022,2022,42.5
FL00006LP,Sault,Untitled (Rise),Forever Living Originals,"2xLP, Album",NA,2020,16141600,Vinyl LPs (New),2/8/2021 14:36,Mint (M),Mint (M),NA,NA,NA,"Yes x2
",11/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/16141600,Funk / Soul,Soul,15,Vinyl,2,5221,1254,4.69,371,11/7/2022,2020,50.9
OLE 260-1,Pavement,Terror Twilight,Matador,"LP, Album, RE, RP",NA,2010,2193826,Vinyl LPs (New),4/8/2016 16:43,Mint (M),Mint (M),GoHastings,NA,NA,Yes,11/7/2022,2/24/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/2193826,Rock,Indie Rock,11,Vinyl,1,2149,441,4.34,147,11/7/2022,1999,44.1
FL00005LP,Sault,Untitled (Black Is),Forever Living Originals,"2xLP, Album",5,2020,15912430,Vinyl LPs (New),2/23/2021 12:54,Mint (M),Mint (M),"Label
",NA,NA,"Yes x2
",8/4/2022,11/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/15912430,Electronic,Soul,20,Vinyl,2,5532,1300,4.7,358,11/7/2022,2020,56.5
FLO0002LP,Sault,5,Forever Living Originals,"LP, Album, RE",NA,2020,16542747,Vinyl LPs (New),2/8/2021 14:36,Mint (M),Mint (M),NA,NA,NA,Yes,8/6/2022,11/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/16542747,Rock,Soul,14,Vinyl,1,1786,432,4.66,125,11/7/2022,2019,41.8
FLO0003,Sault,7,Forever Living Originals,"LP, Album, RP",NA,2020,15193605,Vinyl LPs (New),2/8/2021 14:37,Mint (M),Mint (M),NA,NA,NA,Yes,8/6/2022,11/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/15193605,Rock,Funk,10,Vinyl,1,1358,409,4.46,85,11/7/2022,2019,34
FLO0008LP,Sault,Nine,Forever Living Originals,"LP, Album",NA,2021,20408065,Vinyl LPs (New),5/6/2022 16:22,Mint (M),Mint (M),eBay,get_importcds,NA,Yes,5/6/2022,11/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/20408065,Funk / Soul,Soul,10,Vinyl,1,5396,590,4.5,297,11/7/2022,2021,34
B0021525-01,Gang Starr,Daily Operation,Virgin,"LP, Album, RE, 3D",NA,2014,6198494,Vinyl LPs (New),7/7/2016 5:15,NA,NA,"UO
",NA,NA,Yes,11/14/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/6198494,Hip Hop,Conscious,18,Vinyl,1,855,717,4.65,89,11/14/2022,1992,53.8
WPL-2001,Gang Starr,No More Mr. Nice Guy,Wild Pitch Records,"LP, Album, RE",NA,2000,3234508,Vinyl LPs (New),6/15/2016 20:15,Mint (M),Mint (M),Other,Tonevendor,NA,Yes,11/14/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/3234508,Hip Hop,,12,Vinyl,1,558,406,4.26,61,11/14/2022,1989,53.5
B0004670-01,Common,Be,Geffen Records,"2xLP, Album",NA,2005,471196,Vinyl LPs (New),6/14/2018 13:50,Mint (M),Mint (M),eBay,NA,NA,NA,6/18/2018,7/5/2021,11/14/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/471196,Hip Hop,Conscious,11,Vinyl,2,5673,3319,4.49,473,11/14/2022,2005,42.5
E2 87125,Modest Mouse,Good News For People Who Love Bad News,Epic,"2xLP, Album, RE, 180",NA,2011,2862960,Vinyl LPs (New),12/21/2022 10:49,NA,NA,"Amazon
",NA,NA,"Yes x2
",11/16/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/9/2015 12:00,NA,https://api.discogs.com/releases/2862960,Rock,Alternative Rock,17,Vinyl,2,10508,2893,4.46,672,11/16/2022,2004,48.6
JAG334,Moses Sumney,"Black In Deep Red, 2014",Jagjaguwar,"12"", S/Sided, EP, RSD, Etch, Red",NA,2019,13456231,Vinyl LPs (New),5/7/2019 23:10,Mint (M),Mint (M),Other,Tonevendor,NA,"Yes
",11/16/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red/Black,https://api.discogs.com/releases/13456231,Rock,,3,Vinyl,1,663,131,4.46,41,11/16/2022,2018,9
88697 66156 1,Modest Mouse,The Moon & Antarctica,"Epic, Legacy","2xLP, Album, RM, S/Edition, 180",5,2010,2236929,Vinyl LPs (New),7/14/2015 16:38,Mint (M),Mint (M),Amazon,NA,Yes,Yes x2,7/15/2015,11/16/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/2236929,Rock,Indie Rock,15,Vinyl,2,9148,1675,4.55,642,11/16/2022,2000,58.75
JAG308,Moses Sumney,Aromanticism,Jagjaguwar,"LP, Album",NA,2017,10884550,Vinyl LPs (New),12/3/2017 23:42,Mint (M),Mint (M),Amazon,NA,Yes,Yes,12/2/2017,11/16/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/10884550,Funk / Soul,Soul,12,Vinyl,1,2327,460,4.53,131,11/16/2022,2017,34.9
WBA1-233980,Depeche Mode,Violator,"Rhino Records (2), Reprise Records, Sire, Mute","LP, Album, RE, 180",NA,2014,5745724,Vinyl LPs (New),3/14/2017 20:34,Mint (M),Mint (M),Amazon,NA,NA,Yes,3/25/2017,8/15/2022,11/16/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/5745724,Electronic,Synth-pop,9,Vinyl,1,9443,1763,4.71,761,11/16/2022,1990,47
1-661923,Silk Sonic,An Evening With Silk Sonic,"Aftermath Entertainment, Atlantic","LP, Album, Ltd, Yel",NA,2022,24306461,Vinyl LPs (New),11/18/2022 14:25,Mint (M),Mint (M),Other,Walmart,NA,Yes,11/18/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/14/2022 18:00,Yellow,https://api.discogs.com/releases/24306461,Funk / Soul,Contemporary R&B,9,Vinyl,1,2493,815,4.57,70,11/18/2022,2021,36.5
8122-79657-7,Led Zeppelin,Led Zeppelin IV,Atlantic,"LP, Album, RE, RM, 180",NA,2022,22645229,Vinyl LPs (New),11/18/2022 14:10,Mint (M),Mint (M),Other,Walmart,NA,Yes,11/18/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/14/2022 18:00,NA,https://api.discogs.com/releases/22645229,Rock,Classic Rock,8,Vinyl,1,3142,378,4.69,117,11/18/2022,1971,42.5
BBC-63386-1,Aesop Rock,None Shall Pass,Block Block Chop,"2xLP, Album, Ltd, RE, Gre",NA,2021,20891173,Vinyl LPs (New),11/18/2022 14:26,Mint (M),Mint (M),Label,Newbury Comics,No,Yes x2,11/18/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/12/2022 4:00,"Green, Green",https://api.discogs.com/releases/20891173,Hip Hop,Conscious,14,Vinyl,2,324,200,4.46,13,11/18/2022,2007,63
GLS-0152-01R,Childish Gambino,Because The Internet,Glassnote (2),"2xLP, Album, RP",NA,2020,16233494,Vinyl LPs (New),11/18/2022 14:37,Mint (M),Mint (M),Other,Walmart,No,Yes x2,11/18/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/14/2022 18:00,NA,https://api.discogs.com/releases/16233494,Hip Hop,,19,Vinyl,2,11300,1792,4.59,423,11/18/2022,2013,58
19075-98898-1S,Freddie Gibbs & Madlib,Bandana Beats,"Madlib Invazion, ESGN, Keep Cool (3), RCA","LP, Album",NA,2020,14723219,Vinyl LPs (New),2/26/2020 15:36,Mint (M),Mint (M),"Other
",Newbury Comics,N/A,No,2/6/2022,11/18/2022,4/21/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/14723219,Hip Hop,Instrumental,15,Vinyl,1,1567,522,4.49,67,11/18/2022,2020,45.25
GET 54089 LP,Group Home,Livin' Proof,Get On Down,"2xLP, Album, Ltd, Num, RE, Whi",NA,2020,15063055,Vinyl LPs (New),10/20/2020 17:29,Mint (M),Mint (M),Label,Get On Down,NA,Yes x2,10/21/2020,11/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,10/9/2020 13:22,"White, White",https://api.discogs.com/releases/15063055,Hip Hop,Conscious,13,Vinyl,2,176,242,4.48,27,11/19/2022,1995,49
"3817653, 00602438176533",Lorde,Solar Power,"Crush Music (2), Universal Music New Zealand","LP, Album, Ltd, Cle",NA,2021,19910893,Vinyl LPs (New),11/20/2022 6:29,Mint (M),Mint (M),Other,Walmart,NA,Yes,11/20/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/14/2022 18:00,Clear,https://api.discogs.com/releases/19910893,Pop,Indie Pop,12,Vinyl,1,2475,656,4.32,109,11/20/2022,2021,43.25
D003983401,Queen,A Night At The Opera,Hollywood Records,"LP, Album, RE, RM, Blu",NA,2022,23475386,Vinyl LPs (New),11/20/2022 6:31,Mint (M),Mint (M),Other,Walmart,NA,Yes,11/20/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/14/2022 18:00,Blue,https://api.discogs.com/releases/23475386,Rock,Arena Rock,12,Vinyl,1,1779,376,4.57,72,11/20/2022,1975,43
B0033889-01,Billie Eilish,Happier Than Ever,"Interscope Records, Darkroom (4)","2xLP, Album, Yel",NA,2021,19676641,Vinyl LPs (New),11/18/2022 14:35,Mint (M),Mint (M),Other,Walmart,NA,Yes x2,11/20/2022,2/1/2023,NA,NA,NA,NA,NA,NA,NA,NA,11/14/2022 18:00,"Yellow, Yellow",https://api.discogs.com/releases/19676641,Rock,,16,Vinyl,2,4219,846,4.44,147,11/20/2022,2021,56.25
IDIB137,Various,After Dark 3,Italians Do It Better,"3xLP, Comp, Gre",NA,2021,19082818,Vinyl LPs (New),6/14/2021 16:19,Mint (M),Mint (M),Label,Italians Do It Better,NA,"No x3
",11/20/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/31/2020 12:00,"Green, Green, Green",https://api.discogs.com/releases/19082818,Electronic,Dance-pop,18,Vinyl,3,273,59,4.67,12,11/20/2022,2020,72
WIGLP496,Wet Leg,Wet Leg,Domino,"LP, Album",NA,2022,22755569,Vinyl LPs (New),11/21/2022 17:02,Mint (M),Mint (M),eBay,get_importcds,Yes,Yes,11/21/2022,11/28/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/22755569,Rock,Indie Rock,12,Vinyl,1,6197,694,4.36,292,11/21/2022,2022,36.8
FLO0010LP,Sault,Air,Forever Living Originals,"2x12"", Album",NA,2022,24027815,Vinyl LPs (New),11/21/2022 16:55,Mint (M),Mint (M),eBay,get_importcds,NA,Yes x2,11/21/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/24027815,Classical,Choral,7,Vinyl,2,1190,289,4.37,49,11/21/2022,2022,45
B0033816-01,Olivia Rodrigo,Sour,Geffen Records,"LP, Album, Ltd, Mag",NA,2021,19911112,Vinyl LPs (New),11/18/2022 14:36,Mint (M),Mint (M),Other,Walmart,Yes,Yes,11/21/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/14/2022 18:00,Pink,https://api.discogs.com/releases/19911112,Rock,Power Pop,11,Vinyl,1,5274,1073,4.53,159,11/21/2022,2021,34.75
"NSD 102, none",Metal Fingers,Special Herbs Volume 3 & 4,"Nature Sounds, Metal Face Records","2xLP, M/Print, RE + 7"", Ltd + S/Edition",NA,2013,5311737,Vinyl LPs (New),6/17/2017 6:05,Mint (M),Mint (M),Amazon,NA,NA,"No x2
",11/21/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/5311737,Hip Hop,Instrumental,21,Vinyl,2,1754,1017,4.55,151,11/21/2022,2003,51
"NSD-106, none",Metal Fingers,Special Herbs Volume 5 & 6,"Nature Sounds, Metal Face Records","2xLP, Comp, RE + 7"", Ltd + S/Edition",NA,2014,5832016,Vinyl LPs (New),6/22/2017 15:19,"Mint (M)
","Mint (M)
",Amazon,NA,NA,No x2,11/21/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/5832016,Hip Hop,Instrumental,19,Vinyl,2,1789,1110,4.57,138,11/21/2022,2004,46
PRC-465,Alvvays,Blue Rev,Polyvinyl Record Company,"LP, Album, Blu",NA,2022,24747290,Vinyl LPs (New),11/21/2022 16:57,Mint (M),Mint (M),eBay,get_importcds,NA,Yes,11/21/2022,1/9/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue,https://api.discogs.com/releases/24747290,Rock,Indie Pop,14,Vinyl,1,2319,381,4.63,104,11/21/2022,2022,39
"NSD-163, none",Metal Fingers,Special Herbs Volume 7 & 8,"Nature Sounds, Metal Face Records","2xLP, Comp, RE + 7"", Ltd + S/Edition",NA,2014,6296935,Vinyl LPs (New),6/11/2018 21:30,Mint (M),Mint (M),Amazon,NA,NA,"No x2
",6/11/2018,11/21/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/6296935,Hip Hop,Instrumental,18,Vinyl,2,1462,907,4.55,121,11/21/2022,2004,44.75
MMG-00134INS-1,Skyzoo + Pete Rock,Retropolitan (Instrumentals),"Mello Music Group, First Generation Rich, Inc., Soul Brother Records (5)","LP, Album, RSD, Ltd",NA,2020,15575694,Vinyl LPs (New),9/8/2020 16:58,Mint (M),Mint (M),eBay,andyssoundsgood,NA,Yes,11/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orange,https://api.discogs.com/releases/15575694,Hip Hop,,11,Vinyl,1,256,109,4.43,23,11/23/2022,2019,46.5
"8122796578, 8122-79657-8, R1 6177317, 081227881931",Led Zeppelin,Physical Graffiti,"Swan Song, Swan Song, Swan Song, Swan Song","2xLP, Album, RE, RM",NA,2022,25165837,Vinyl LPs (New),11/20/2022 6:30,Mint (M),Mint (M),Other,Walmart,NA,Yes x2,11/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/14/2022 18:00,NA,https://api.discogs.com/releases/25165837,Rock,Hard Rock,15,Vinyl,2,1639,359,4.8,65,11/24/2022,1975,82
"WIGLP501XM, WIGLP501",Animal Collective,Time Skiffs,"Domino, Domino","2x12"", Album, Ltd, Rub",NA,2022,22027441,Vinyl LPs (New),7/9/2022 5:14,Mint (M),Mint (M),eBay,eunislymn,No,Yes x2,7/9/2022,11/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red, Red",https://api.discogs.com/releases/22027441,Rock,Experimental,9,Vinyl,2,772,95,4.58,38,11/24/2022,2022,47
B0035918-01,Pusha T,It's Almost Dry,"Def Jam Recordings, Getting Out Our Dreams","LP, Album",NA,2022,24735821,Vinyl LPs (New),11/26/2022 8:38,Mint (M),Mint (M),Target,NA,No,Yes,11/26/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/20/2022 5:00,NA,https://api.discogs.com/releases/24735821,Hip Hop,,12,Vinyl,1,2926,731,4.59,123,11/26/2022,2022,36
WARPLP307,Danny Brown (2),uknowhatimsayin¿,Warp Records,"LP, Album",NA,2019,14426914,Vinyl LPs (New),11/26/2022 9:03,Mint (M),Mint (M),Target,NA,No,Yes,11/26/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/20/2022 5:00,NA,https://api.discogs.com/releases/14426914,Hip Hop,,11,Vinyl,1,4298,822,4.32,234,11/26/2022,2019,33.75
XL987LP,Thom Yorke,Anima,XL Recordings,"2xLP, Album",NA,2019,13889367,Vinyl LPs (New),11/26/2022 8:41,Mint (M),Mint (M),Target,NA,NA,NA,11/26/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/20/2022 5:00,NA,https://api.discogs.com/releases/13889367,Electronic,Electro,10,Vinyl,2,4432,713,4.44,329,11/26/2022,2019,47.8
1.90295E+11,Charli XCX,Charli,Asylum Records,"2x12"", Album",NA,2019,14548627,Vinyl LPs (New),11/26/2022 9:08,Mint (M),Mint (M),Target,NA,NA,Yes x2,11/27/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/20/2022 5:00,NA,https://api.discogs.com/releases/14548627,Electronic,Dance-pop,15,Vinyl,2,2909,719,4.59,136,11/27/2022,2019,51
XL936LP,Thom Yorke,Suspiria,XL Recordings,"2xLP, Album, Pin",NA,2018,12819640,Vinyl LPs (New),11/26/2022 9:07,Mint (M),Mint (M),Target,NA,NA,Yes x2,11/27/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/20/2022 5:00,"Pink, Pink",https://api.discogs.com/releases/12819640,Electronic,Experimental,25,Vinyl,2,2458,598,4.45,120,11/27/2022,2018,80
WIGLP496,Wet Leg,Wet Leg,Domino,"LP, Album",NA,2022,22755569,Vinyl LPs (New),11/21/2022 17:02,Mint (M),Mint (M),eBay,get_importcds,Yes,Yes,11/21/2022,11/28/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/22755569,Rock,Indie Rock,12,Vinyl,1,6197,694,4.36,292,11/28/2022,2022,36.8
REGS 16,The Beta Band,Champion Versions,Regal,"12"", EP, RP, 180",NA,2015,7425314,Vinyl LPs (New),6/10/2016 14:07,NA,NA,GoHastings,NA,NA,No,2/21/2020,11/28/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/7425314,Electronic,Folk Rock,4,Vinyl,1,1198,344,4.47,102,11/28/2022,1997,22.7
"SC376, SC376LP-C1 GOLD",Faye Webster,Atlanta Millionaires Club,"Secretly Canadian, Secretly Canadian","LP, Album, Ltd, Gol",NA,2019,13667678,Vinyl LPs (New),6/7/2019 15:41,NA,NA,eBay,get_importCDs,NA,NA,6/19/2019,7/1/2021,11/28/2022,NA,NA,NA,NA,NA,NA,NA,NA,Gold,https://api.discogs.com/releases/13667678,Rock,Indie Pop,10,Vinyl,1,771,761,4.28,58,11/28/2022,2019,31.8
6.02548E+11,Pusha T,Daytona,"Getting Out Our Dreams, Def Jam Recordings","LP, Album",NA,2018,12463724,Vinyl LPs (New),11/29/2022 16:52,Mint (M),Mint (M),eBay,get_importcds,NA,Yes,11/29/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/23/2022 3:00,NA,https://api.discogs.com/releases/12463724,Hip Hop,Hardcore Hip-Hop,7,Vinyl,1,3407,1031,4.51,215,11/29/2022,2018,21
WIGLP460,Blood Orange (2),Angel's Pulse,Domino,"LP, Mixtape",NA,2019,14237906,Vinyl LPs (New),11/29/2022 16:56,Mint (M),Mint (M),eBay,get_importcds,NA,Yes,11/30/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/23/2022 3:00,NA,https://api.discogs.com/releases/14237906,Electronic,Contemporary R&B,14,Vinyl,1,806,221,4.3,23,11/30/2022,2019,32.5
"JAG424LP, JAG424LP-C1",Angel Olsen,Big Time,"Jagjaguwar, Jagjaguwar","2xLP, Album, Ltd, Pin",NA,2022,23437490,Vinyl LPs (New),11/29/2022 16:53,Mint (M),Mint (M),eBay,get_importcds,NA,Yes x2,11/30/2022,3/24/2023,NA,NA,NA,NA,NA,NA,NA,NA,11/23/2022 3:00,"Pink, Pink",https://api.discogs.com/releases/23437490,Rock,Alternative Rock,10,Vinyl,2,2465,239,4.51,106,11/30/2022,2022,46.75
4584235,Pomme,Consolation,"Sois Sage Musique, Polydor, Universal","LP, Album",NA,2022,24308093,Vinyl LPs (New),11/29/2022 16:55,Mint (M),Mint (M),eBay,get_importcds,NA,Yes,11/30/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/23/2022 3:00,NA,https://api.discogs.com/releases/24308093,Rock,Alternative Rock,12,Vinyl,1,144,23,4.89,9,11/30/2022,2022,45.8
"8122796573, 8122-79657-3",Led Zeppelin,Houses Of The Holy,"Atlantic, Atlantic","LP, Album, RE, RM, 180",NA,2022,25030018,Vinyl LPs (New),12/2/2022 19:17,Mint (M),Mint (M),Other,Walmart,NA,Yes,12/2/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/14/2022 18:00,NA,https://api.discogs.com/releases/25030018,Rock,Blues Rock,8,Vinyl,1,1727,188,4.81,70,12/2/2022,1973,41
SP1470,Beach House,Once Twice Melody,Sub Pop,"LP, Gol + LP, Cle + Box, Album, Ltd",NA,2022,22137061,Vinyl LPs (New),2/23/2022 15:49,Mint (M),Mint (M),Label,Sub Pop,NA,"Yes x2
",2/23/2022,12/2/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gold, Clear",https://api.discogs.com/releases/22137061,Rock,Indie Rock,22,Vinyl,1,4133,656,4.7,232,12/2/2022,2022,84.47
FCL443LP,Methyl Ethel,Are You Haunted?,Future Classic,"LP, Album, Pur",NA,2022,22189642,Vinyl LPs (New),12/5/2022 16:55,Mint (M),Mint (M),Amazon,NA,NA,Yes,12/5/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/27/2022 12:00,Purple,https://api.discogs.com/releases/22189642,Electronic,Indie Pop,9,Vinyl,1,239,35,4.8,5,12/5/2022,2022,42
WARPLP195,Flying Lotus,Cosmogramma,Warp Records,"2xLP, Album, Gat",NA,2010,2253877,Vinyl LPs (New),4/16/2016 5:11,Mint (M),Mint (M),GoHastings,NA,NA,Yes x2,12/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/2253877,Electronic,Downtempo,17,Vinyl,2,10269,5378,4.41,1198,12/7/2022,2010,45.75
WARPLP230,Flying Lotus,Until The Quiet Comes,Warp Records,"2xLP, Album",NA,2012,3909615,Vinyl LPs (New),4/20/2016 11:32,Mint (M),Mint (M),GoHastings,NA,NA,Yes x2,12/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/3909615,Electronic,Abstract,18,Vinyl,2,6777,1382,4.32,577,12/7/2022,2012,46.8
"8985-44919-1, 88985-44919-1",SZA (2),Ctrl,"Top Dawg Entertainment, RCA","2xLP, Album, Gre",NA,2017,11150838,Vinyl LPs (New),12/25/2017 0:13,Mint (M),Mint (M),Amazon,NA,NA,NA,9/7/2020,12/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green, Green",https://api.discogs.com/releases/11150838,Funk / Soul,Contemporary R&B,14,Vinyl,2,16181,4351,4.64,645,12/7/2022,2017,49
WARPLP165,Flying Lotus,Los Angeles,Warp Records,"2xLP, Album",NA,2008,1361206,Vinyl LPs (New),4/20/2016 11:33,Mint (M),Mint (M),GoHastings,NA,NA,Yes x2,7/10/2018,12/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/1361206,Electronic,Instrumental,17,Vinyl,2,4668,2099,4.52,502,12/7/2022,2008,43.5
ERE 507,Raveena (2),Lucid,Moonstone Recordings,"LP, Album, Ltd, Cok",NA,2019,14264757,Vinyl LPs (New),12/9/2022 21:50,Mint (M),Mint (M),Label,NA,NA,Yes,12/9/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/4/2019 19:00,Clear,https://api.discogs.com/releases/14264757,Funk / Soul,Soul,12,Vinyl,1,579,650,4.71,41,12/9/2022,2019,44.5
